Area,DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH
E02001714,1,5,WBI
E02001712,1,52,WBI
E02001726,1,7,WBI
E02001712,2,84,WBI
E02001712,2,59,WBI
E02001730,2,22,WBI
E02001715,1,57,WBI
E02001715,2,74,WBI
E02006893,1,55,WBI
E02001727,1,18,WBI
E02001715,1,46,WBI
E02001731,2,22,WBI
E02006893,1,7,WBI
E02001733,2,3,WBI
E02001711,2,11,PAK
E02001719,2,13,WBI
E02001712,1,48,WHO
E02001730,1,11,WBI
E02001720,1,71,WBI
E02001730,2,22,WBI
E02001710,2,29,WBI
E02001725,2,34,WBI
E02001714,1,20,WBI
E02001719,1,20,WBI
E02001719,1,24,WBI
E02001713,2,53,WBI
E02001721,1,74,WBI
E02001730,2,24,MIX
E02001708,2,36,WBI
E02001729,2,29,OTH
E02001711,2,28,WBI
E02001730,1,21,WBI
E02001727,1,4,WBI
E02006893,2,85,WBI
E02001724,2,23,WBI
E02001709,2,42,WBI
E02001710,2,31,WBI
E02001714,1,42,WBI
E02001725,2,36,WBI
E02001712,1,16,WBI
E02001731,2,25,WBI
E02001724,2,21,WBI
E02001736,1,43,WBI
E02006893,2,68,WBI
E02001725,2,38,IND
E02001721,2,48,WBI
E02001737,2,55,MIX
E02001733,2,49,WHO
E02001724,1,47,WBI
E02001718,2,59,WBI
E02001718,2,10,WBI
E02001728,2,55,WBI
E02001726,2,12,WBI
E02001731,2,25,WBI
E02001712,2,22,WBI
E02001730,2,20,WBI
E02001723,1,25,WBI
E02001721,2,39,WBI
E02001735,1,24,WBI
E02001721,2,66,WBI
E02001725,1,5,WHO
E02001737,2,26,WBI
E02001736,1,28,PAK
E02001712,2,37,OTH
E02001710,1,73,WBI
E02006893,1,40,WBI
E02001709,2,1,WBI
E02001730,2,61,WBI
E02001711,2,73,WBI
E02001710,2,11,BAN
E02001713,2,56,WBI
E02001725,2,32,WBI
E02001730,1,24,WBI
E02001708,1,3,MIX
E02001727,1,40,WBI
E02001708,1,75,WBI
E02001714,1,44,CHI
E02001736,2,29,WBI
E02001709,1,52,WBI
E02001723,1,46,PAK
E02001711,2,80,WBI
E02001730,2,16,WBI
E02001729,1,38,WBI
E02001713,2,31,BAN
E02001729,1,26,WBI
E02001729,2,28,WHO
E02001718,2,40,WBI
E02001724,1,21,WBI
E02001709,1,32,WBI
E02001733,1,2,WBI
E02001712,2,49,WBI
E02001720,2,20,WBI
E02001733,2,54,WBI
E02001730,2,20,WBI
E02001730,2,22,WBI
E02006893,2,21,WBI
E02001735,1,58,WBI
E02001722,1,48,WBI
E02001722,1,56,WBI
E02001720,2,22,WHO
E02001722,2,78,WBI
E02001732,2,41,WBI
E02001721,2,21,WBI
E02001736,1,53,WBI
E02001708,1,17,WBI
E02001726,1,8,WBI
E02001733,2,31,WBI
E02001722,1,19,WBI
E02001708,1,49,WBI
E02001725,2,64,OAS
E02001709,1,74,WBI
E02001724,2,18,WBI
E02001723,1,29,WBI
E02001722,1,30,WBI
E02001714,2,51,WBI
E02001713,2,71,WHO
E02001714,2,13,WHO
E02001723,1,50,WBI
E02001727,1,47,WBI
E02001722,2,85,WBI
E02001729,2,25,PAK
E02001728,2,36,WBI
E02001712,2,31,IND
E02001736,2,54,PAK
E02001714,2,22,OAS
E02001726,2,52,PAK
E02001715,1,30,WBI
E02001711,1,8,WBI
E02001724,1,2,WBI
E02001709,2,27,WBI
E02001718,2,28,WBI
E02001720,1,21,WBI
E02001720,1,48,MIX
E02001728,1,30,WBI
E02001710,1,40,WBI
E02001711,2,36,WBI
E02001711,1,2,CHI
E02001724,2,35,WBI
E02001729,2,5,IND
E02001732,2,35,WBI
E02001728,1,9,WBI
E02001710,1,38,WBI
E02001732,1,14,WBI
E02001731,1,27,CHI
E02001715,2,80,WBI
E02001733,2,53,WBI
E02001731,1,29,WBI
E02001735,1,46,WBI
E02001729,1,44,WBI
E02001714,2,86,WBI
E02001721,1,4,WBI
E02001711,2,74,WBI
E02001728,1,47,WBI
E02001727,1,18,WBI
E02001722,2,79,WBI
E02001715,1,49,OAS
E02001710,1,40,OAS
E02001715,2,86,WBI
E02001710,2,34,WBI
E02001730,2,59,WBI
E02006893,1,62,WBI
E02001709,2,86,WBI
E02001714,2,7,WBI
E02001730,2,30,WBI
E02006893,1,78,WBI
E02001734,2,64,WBI
E02001732,1,77,WBI
E02001726,1,74,WBI
E02001714,1,50,BAN
E02001724,1,49,WBI
E02001721,2,32,WBI
E02001720,1,32,WBI
E02001724,2,1,OAS
E02001730,2,53,OBL
E02001719,1,52,WBI
E02001708,2,38,WBI
E02001729,2,19,CHI
E02001710,1,34,MIX
E02001730,1,22,OTH
E02001725,2,20,WBI
E02001725,1,22,WBI
E02001725,1,64,WHO
E02001736,2,49,BAN
E02001709,1,17,WBI
E02001720,1,24,OTH
E02001730,2,68,WBI
E02001713,2,1,WBI
E02001708,2,51,WBI
E02006893,1,12,WBI
E02001730,2,24,WBI
E02001711,1,3,WBI
E02001712,2,43,WBI
E02001726,1,24,WBI
E02001712,2,18,OAS
E02001730,2,6,WBI
E02001710,2,84,WBI
E02001718,1,17,WBI
E02001714,1,49,WBI
E02001719,2,55,WBI
E02001736,1,46,WBI
E02001728,2,59,WBI
E02001734,2,15,WBI
E02001709,2,45,WBI
E02001726,1,3,WBI
E02001714,1,9,WBI
E02001708,1,31,WBI
E02001712,1,32,MIX
E02001736,1,6,OTH
E02001726,2,2,WBI
E02001719,2,33,WBI
E02001710,1,27,WBI
E02001731,1,65,WBI
E02001720,2,23,WBI
E02001728,2,50,WBI
E02001730,1,74,WHO
E02001725,1,22,WBI
E02001712,1,37,WBI
E02001708,2,37,WBI
E02001733,1,64,WBI
E02001711,1,45,WBI
E02001731,2,19,WBI
E02001721,1,68,WBI
E02001734,2,51,WBI
E02001737,2,18,WBI
E02001711,1,18,WBI
E02001733,1,54,WBI
E02001729,1,40,BLA
E02001730,2,40,WBI
E02001733,2,3,WHO
E02001718,2,41,WBI
E02001719,2,73,PAK
E02001728,2,68,WBI
E02001712,2,19,WBI
E02001733,2,22,WBI
E02001731,2,20,OAS
E02001721,1,76,WBI
E02001708,2,59,WBI
E02001734,1,67,WBI
E02001714,2,27,WBI
E02001726,1,47,WBI
E02001731,2,22,CHI
E02001734,1,29,WBI
E02001726,2,74,MIX
E02006893,2,48,WBI
E02001710,1,29,WBI
E02001710,1,46,WBI
E02001709,1,17,WBI
E02001714,2,54,WBI
E02001721,2,18,WBI
E02001736,1,12,BAN
E02001729,1,19,PAK
E02001728,2,67,WBI
E02001713,2,27,IND
E02001721,2,40,WBI
E02001727,2,67,WBI
E02001718,1,22,WBI
E02001737,2,12,WBI
E02001708,1,28,WBI
E02001713,2,42,WBI
E02001728,2,75,WBI
E02001733,2,59,WBI
E02001727,2,80,WBI
E02001730,1,20,WBI
E02001731,1,47,WHO
E02001736,2,30,WHO
E02001735,1,33,WBI
E02001732,1,65,WBI
E02001713,1,50,WBI
E02001712,1,13,WHO
E02001728,2,62,WBI
E02001735,2,86,WBI
E02001726,1,72,WBI
E02001733,2,42,WBI
E02001714,1,57,WBI
E02001708,2,65,OTH
E02001715,2,4,WBI
E02001726,1,53,WBI
E02001720,1,31,WBI
E02001719,2,84,WBI
E02001729,1,2,BAN
E02001731,2,21,OAS
E02001715,2,24,WBI
E02001720,1,62,WBI
E02001722,2,10,WBI
E02001709,2,4,WBI
E02001731,1,39,WHO
E02001729,2,53,IND
E02001737,2,36,WBI
E02001719,2,86,CHI
E02001733,1,11,WBI
E02001727,1,60,WBI
E02001737,2,31,WBI
E02001723,2,30,WBI
E02001736,1,31,BAN
E02001722,1,18,WBI
E02001732,1,48,WBI
E02001729,1,15,WHO
E02001721,1,56,WBI
E02001736,1,37,BAN
E02001723,1,23,WBI
E02001719,2,18,WBI
E02001720,1,24,WBI
E02001732,1,31,WBI
E02001734,2,56,WBI
E02001720,1,20,WBI
E02001729,2,6,IND
E02001709,1,16,WBI
E02001711,1,15,WBI
E02001726,1,1,WBI
E02001729,1,22,IND
E02001724,2,20,WBI
E02001711,2,69,WBI
E02001715,1,27,WBI
E02001714,1,33,BLA
E02001718,1,16,WBI
E02001713,2,67,WBI
E02001733,1,11,WBI
E02001712,2,29,WBI
E02001733,1,84,WBI
E02001715,1,4,WBI
E02001737,2,86,WBI
E02001719,2,53,WBI
E02001728,1,37,WBI
E02001736,2,9,BAN
E02001710,1,19,WBI
E02001735,2,25,WBI
E02001733,1,22,WBI
E02001724,2,30,WBI
E02006893,2,36,WBI
E02001712,1,63,OAS
E02001725,1,57,WBI
E02001728,2,48,WBI
E02001721,2,56,WBI
E02001729,2,26,BLA
E02001730,1,46,WBI
E02001734,1,39,WBI
E02001709,1,38,WBI
E02006893,1,14,WBI
E02001731,2,69,WBI
E02001710,1,53,WBI
E02001732,1,4,WBI
E02001733,1,55,WBI
E02001726,1,43,WHO
E02001731,2,58,CHI
E02001720,2,22,WBI
E02001709,2,48,WBI
E02001732,2,42,WBI
E02001719,1,9,WBI
E02001711,1,56,WBI
E02001708,1,63,WBI
E02001719,2,22,WBI
E02001708,1,39,WBI
E02001721,1,5,WBI
E02001725,2,26,WBI
E02001734,2,40,WBI
E02001729,2,70,WBI
E02001729,2,10,BAN
E02001719,1,30,WBI
E02006893,1,54,WBI
E02006893,1,15,WBI
E02001731,1,33,WBI
E02001732,2,25,WBI
E02001730,2,77,WBI
E02001726,2,35,IND
E02001728,2,55,WBI
E02001730,1,22,WBI
E02001727,2,57,WBI
E02001711,1,20,WBI
E02006893,2,65,WBI
E02001733,2,79,WBI
E02001731,1,39,WBI
E02001710,2,74,WBI
E02001709,1,34,WBI
E02001720,1,22,WBI
E02001708,2,59,OTH
E02001725,1,26,WBI
E02001714,2,18,WBI
E02001736,2,34,WBI
E02001722,2,23,WBI
E02001713,1,63,WBI
E02001731,1,77,WBI
E02001736,1,51,WBI
E02001724,2,24,WBI
E02001723,2,59,OAS
E02001711,1,1,WBI
E02001712,1,74,WBI
E02001719,2,35,WBI
E02001732,1,37,WHO
E02001710,1,46,WBI
E02001715,1,58,WBI
E02001727,2,3,WBI
E02001715,2,6,WBI
E02001713,1,83,WBI
E02001723,2,25,WBI
E02001730,2,32,WHO
E02006893,2,44,WBI
E02001710,2,63,WBI
E02001735,1,25,WBI
E02001721,1,70,WBI
E02001724,1,22,WBI
E02001727,2,5,WBI
E02001715,1,16,MIX
E02006893,1,35,WBI
E02001714,2,10,WBI
E02001722,1,64,WBI
E02001736,1,24,OAS
E02001721,1,38,WBI
E02001712,2,5,WBI
E02001711,1,29,WBI
E02001721,1,59,WBI
E02001727,2,22,WBI
E02001736,2,51,WBI
E02001715,2,50,WBI
E02001731,1,21,IND
E02001731,1,26,OAS
E02001723,2,16,OTH
E02001735,2,71,WBI
E02001708,2,63,WBI
E02001723,1,23,WBI
E02001724,2,21,WBI
E02001709,2,7,WBI
E02001728,1,19,WBI
E02001735,1,53,WBI
E02001728,1,56,WBI
E02001710,1,32,WBI
E02001714,1,42,WBI
E02001714,2,9,WBI
E02001711,2,2,WBI
E02001736,1,55,WHO
E02001733,2,46,WBI
E02006893,1,21,WBI
E02001722,1,69,WBI
E02001709,2,66,WBI
E02001719,1,22,CHI
E02001713,1,75,WBI
E02001709,1,47,WBI
E02001737,1,8,WBI
E02001708,1,86,OTH
E02001733,2,14,WBI
E02006893,1,65,WBI
E02006893,1,22,WBI
E02001736,2,8,WBI
E02001729,2,50,WBI
E02001725,1,27,WBI
E02001725,2,51,WHO
E02001709,1,12,WBI
E02001719,2,35,WBI
E02001730,2,53,WBI
E02001736,1,34,WBI
E02001718,1,26,WBI
E02001720,2,86,WBI
E02001709,2,6,WBI
E02001722,2,18,WBI
E02001734,1,52,WBI
E02001721,1,56,WBI
E02001733,1,22,WBI
E02001708,2,37,WBI
E02001728,1,75,WBI
E02001736,2,47,WBI
E02001724,1,17,WBI
E02001710,1,67,BAN
E02001711,1,9,WBI
E02001709,1,33,WHO
E02001731,2,23,OAS
E02001722,2,14,WBI
E02001721,1,4,WBI
E02001730,2,20,WBI
E02001711,1,10,WBI
E02001708,2,62,WBI
E02001710,1,32,WBI
E02001731,2,2,CHI
E02001726,1,14,WBI
E02001714,1,37,WBI
E02001729,2,5,PAK
E02001715,2,34,WBI
E02001730,2,25,WBI
E02001728,1,33,WBI
E02001709,2,39,WBI
E02001714,1,56,WBI
E02001728,1,26,WBI
E02001719,2,2,WBI
E02001733,1,29,WBI
E02001713,2,53,WBI
E02001734,2,50,WBI
E02001724,1,21,CHI
E02001710,2,57,WBI
E02001736,1,3,WBI
E02001709,2,41,WBI
E02001712,1,4,WBI
E02001736,1,57,BAN
E02001722,2,35,WBI
E02001714,2,38,WBI
E02006893,2,86,WBI
E02001711,2,5,WBI
E02001729,2,25,WBI
E02001718,2,80,WBI
E02001733,1,47,WHO
E02001736,1,5,WBI
E02001714,1,29,PAK
E02001735,1,7,WBI
E02001727,1,76,WBI
E02001731,1,21,CHI
E02001710,1,79,WBI
E02001719,2,54,WBI
E02001726,1,20,BAN
E02001731,1,34,CHI
E02001715,1,1,WBI
E02001721,1,16,WBI
E02001712,2,3,OAS
E02001727,2,44,WBI
E02001731,1,55,BLA
E02001722,1,14,WBI
E02001720,1,77,WBI
E02001729,2,86,WBI
E02001710,1,47,WBI
E02001732,2,11,IND
E02001729,2,21,CHI
E02001729,1,44,IND
E02001724,1,33,PAK
E02001720,1,29,WBI
E02001731,2,48,CHI
E02001728,2,43,WBI
E02001734,2,30,WHO
E02001733,2,7,WBI
E02001709,2,32,WBI
E02001710,1,67,WBI
E02001730,1,24,WBI
E02001736,1,50,IND
E02001709,1,27,MIX
E02001737,2,80,WBI
E02001734,1,51,WBI
E02001727,2,51,BLA
E02001714,1,7,WBI
E02001712,2,75,WBI
E02001726,1,59,WBI
E02001733,2,38,WBI
E02001737,1,66,WBI
E02001730,1,30,WBI
E02001732,2,29,WBI
E02001728,2,12,WBI
E02001720,2,83,WBI
E02001721,2,19,WBI
E02001724,1,21,WBI
E02001709,2,75,WBI
E02001709,2,26,WBI
E02001710,1,86,WBI
E02001725,1,27,WBI
E02001713,2,53,WBI
E02001736,1,29,WBI
E02001720,2,76,WBI
E02001715,1,15,WBI
E02001710,1,55,WBI
E02001730,2,20,WBI
E02001733,1,11,WBI
E02001735,2,4,WBI
E02001723,2,29,WBI
E02001712,1,54,IND
E02001712,2,38,WHO
E02001736,2,74,OAS
E02001726,1,80,WBI
E02001725,1,86,WBI
E02006893,1,46,WBI
E02001734,2,28,WBI
E02001712,2,4,WBI
E02001713,2,49,OTH
E02001722,2,18,WBI
E02001721,1,16,WBI
E02001729,1,46,PAK
E02001726,2,61,WBI
E02001731,2,23,WBI
E02001729,2,13,WBI
E02001709,2,19,PAK
E02001712,1,50,WBI
E02006893,1,76,WBI
E02006893,1,30,WBI
E02001731,1,54,WBI
E02001735,2,78,WBI
E02001713,2,78,OTH
E02001719,1,20,WBI
E02001728,1,52,WBI
E02001715,2,81,WBI
E02001714,1,31,WBI
E02001727,1,39,WBI
E02001724,1,22,CHI
E02001725,1,15,WBI
E02001728,1,18,OTH
E02001719,1,6,WBI
E02001728,1,30,WBI
E02001735,1,47,BLA
E02001714,2,86,WBI
E02001731,1,19,BLA
E02001719,2,33,BAN
E02001713,1,53,WBI
E02001722,1,42,WBI
E02001709,1,43,CHI
E02001731,1,40,CHI
E02001729,2,30,OTH
E02001713,1,8,WBI
E02001715,1,22,WBI
E02001721,1,2,WBI
E02001727,2,34,WBI
E02001715,1,4,WBI
E02001733,2,22,WBI
E02001719,2,25,WBI
E02001730,1,38,WBI
E02001737,1,49,WBI
E02001731,2,20,WBI
E02001732,1,18,WHO
E02001713,2,5,WBI
E02006893,2,37,WBI
E02001709,2,39,BAN
E02001736,2,45,PAK
E02001715,1,82,BLA
E02001737,1,10,OAS
E02001720,1,64,MIX
E02001710,2,86,WBI
E02001733,2,81,WBI
E02001712,1,5,WBI
E02001719,2,27,PAK
E02001733,1,54,WBI
E02001732,2,70,WBI
E02001709,1,29,WBI
E02006893,1,12,OTH
E02001710,1,37,WBI
E02001735,1,70,WBI
E02001708,1,28,WBI
E02001733,2,42,WBI
E02001718,2,38,WBI
E02001710,2,2,WBI
E02001711,1,42,WBI
E02001712,1,14,WBI
E02001722,2,78,WBI
E02001720,1,45,WBI
E02001737,1,3,WBI
E02001730,1,12,WBI
E02001736,1,21,WBI
E02001712,1,68,WBI
E02001724,2,24,WBI
E02001711,1,40,WBI
E02001737,2,31,WBI
E02001709,2,43,WBI
E02001733,2,27,WBI
E02001712,2,65,WBI
E02001732,2,6,WBI
E02001712,2,24,WBI
E02001722,1,12,WBI
E02001718,1,50,WBI
E02001724,2,22,WBI
E02001725,2,24,OAS
E02001722,2,50,WBI
E02001736,2,31,WHO
E02001727,1,61,WBI
E02001734,1,45,WHO
E02001734,1,11,WBI
E02001724,2,24,IND
E02001721,1,28,WBI
E02001711,1,10,WBI
E02001715,1,78,WBI
E02001733,2,26,WBI
E02001733,2,2,WBI
E02001712,2,2,WBI
E02001712,2,21,WBI
E02001724,2,31,WBI
E02001718,1,75,WBI
E02001710,2,49,WBI
E02001725,1,38,WBI
E02001731,1,40,BAN
E02001730,1,20,WBI
E02001728,2,43,WBI
E02001733,1,55,WHO
E02001713,1,26,WBI
E02001713,1,57,WBI
E02001722,2,8,WBI
E02001722,2,62,WBI
E02001731,1,29,WBI
E02001711,2,59,WBI
E02001711,2,4,WBI
E02001736,1,36,WBI
E02001715,2,18,WBI
E02001721,2,36,WBI
E02001729,2,78,WBI
E02001713,2,52,MIX
E02001728,1,12,WBI
E02001724,2,33,WBI
E02001720,1,22,WBI
E02001720,1,29,OAS
E02001722,1,34,WBI
E02001718,1,41,WBI
E02001711,2,76,WBI
E02001709,2,34,WHO
E02001728,2,58,WBI
E02001728,2,3,WBI
E02001729,2,64,WBI
E02001725,1,24,WBI
E02001724,2,38,WHO
E02001721,1,53,WBI
E02001713,2,15,WBI
E02001709,2,83,WBI
E02001718,1,11,WBI
E02001718,2,55,WBI
E02001726,2,40,WBI
E02001731,2,3,WBI
E02001710,2,7,WBI
E02001713,2,33,WBI
E02001720,2,21,WBI
E02001735,2,18,WBI
E02001726,1,59,BAN
E02001736,2,86,WBI
E02006893,1,41,WBI
E02001710,1,82,WBI
E02001715,1,15,WBI
E02001724,1,86,MIX
E02001730,2,20,WBI
E02001733,1,58,OTH
E02001728,1,68,WBI
E02001714,1,63,WBI
E02001712,2,13,WBI
E02001710,1,22,MIX
E02001737,1,62,WBI
E02001723,1,85,BLA
E02001726,1,53,PAK
E02001711,2,66,WBI
E02001711,1,12,WBI
E02001725,1,53,IND
E02001708,1,36,WBI
E02001730,1,21,IND
E02001708,2,37,WBI
E02001725,1,31,WBI
E02001728,2,1,WBI
E02001731,2,51,WBI
E02001734,2,42,WBI
E02001731,2,41,WBI
E02001712,1,9,WBI
E02001723,2,28,WBI
E02001737,1,30,BLA
E02001712,2,1,WBI
E02001720,2,26,CHI
E02001723,1,11,WBI
E02001710,1,45,WBI
E02001726,1,42,WBI
E02001733,2,28,WBI
E02001736,1,43,OAS
E02006893,2,82,WBI
E02001709,2,30,WBI
E02001724,2,23,WBI
E02006893,1,74,WBI
E02001726,2,18,WBI
E02001737,2,37,WBI
E02001736,2,5,PAK
E02001733,1,58,WBI
E02001725,1,27,WBI
E02001728,1,65,WBI
E02001737,1,8,WBI
E02001715,1,48,WBI
E02001730,1,62,BLA
E02001709,1,69,WBI
E02001727,2,11,WBI
E02001712,1,45,WBI
E02001736,1,10,WHO
E02001710,2,78,WBI
E02001714,1,78,IND
E02001718,2,3,WBI
E02001715,1,20,WBI
E02001713,1,27,WBI
E02001731,1,20,OTH
E02001715,1,6,WBI
E02001714,2,86,WBI
E02001710,1,66,WBI
E02001723,2,49,WBI
E02001731,2,21,WBI
E02001726,1,35,PAK
E02001714,1,12,IND
E02001709,1,86,WBI
E02001737,1,59,WBI
E02006893,2,67,WBI
E02001731,2,57,CHI
E02001726,1,12,WBI
E02001736,1,50,WBI
E02001730,1,22,WBI
E02001730,2,26,WBI
E02001709,2,2,WBI
E02001711,1,26,WBI
E02001721,2,25,WBI
E02001728,1,8,WBI
E02006893,2,68,WBI
E02001720,2,57,WBI
E02001720,2,60,WHO
E02001730,2,23,WBI
E02001721,1,23,WBI
E02001733,1,34,WBI
E02001735,1,40,WBI
E02001710,2,34,WBI
E02001736,1,17,WBI
E02001720,2,11,WBI
E02001728,1,33,WBI
E02001713,2,74,OTH
E02001708,2,12,WBI
E02001709,2,52,WBI
E02001726,2,51,WBI
E02001725,2,21,WBI
E02001723,2,60,BAN
E02001719,2,58,WBI
E02001727,2,42,WBI
E02001730,2,38,WBI
E02001715,1,28,WBI
E02001728,2,43,WBI
E02001711,2,56,WBI
E02001728,1,62,WBI
E02001722,1,56,BLA
E02001713,2,16,WBI
E02001710,1,20,WBI
E02001713,2,42,WHO
E02001724,1,43,WBI
E02001726,2,74,WBI
E02001722,1,64,WBI
E02001721,2,61,WBI
E02001731,1,59,OTH
E02001710,1,14,WBI
E02001736,1,52,WBI
E02001731,1,24,WBI
E02001724,1,49,WBI
E02001734,2,59,WBI
E02001708,2,6,OTH
E02001727,1,69,WBI
E02001721,1,28,WBI
E02001731,1,28,WBI
E02001731,2,60,WBI
E02001722,2,37,CHI
E02001709,1,43,WBI
E02001711,1,52,WBI
E02001724,2,20,WBI
E02001711,2,50,WHO
E02001727,2,24,WBI
E02006893,1,11,WBI
E02006893,1,75,WBI
E02001711,1,9,WBI
E02001724,1,67,OBL
E02001728,1,78,WBI
E02001732,2,57,WBI
E02001723,2,16,WBI
E02001711,1,74,WBI
E02001710,1,41,WBI
E02001719,2,46,WBI
E02001729,2,61,WHO
E02001715,2,44,WBI
E02001712,2,60,WBI
E02001720,1,20,WBI
E02001730,2,23,WBI
E02001734,1,30,OTH
E02001726,2,60,WBI
E02001732,2,36,WBI
E02001708,1,56,WBI
E02001730,1,20,WBI
E02001730,2,24,WHO
E02001731,1,28,WBI
E02006893,1,2,WBI
E02001722,2,12,WBI
E02001712,2,68,WBI
E02001713,1,63,WBI
E02001723,2,57,WBI
E02001728,1,57,WBI
E02001725,2,25,WBI
E02001727,1,31,WBI
E02001730,1,20,WBI
E02001737,1,21,WBI
E02001731,1,21,WBI
E02001720,1,44,WBI
E02001727,1,27,WBI
E02001711,1,22,WBI
E02001725,2,21,WBI
E02001722,2,13,WBI
E02001718,1,62,WBI
E02001721,2,40,WBI
E02006893,2,86,WBI
E02001715,2,50,WBI
E02001723,2,34,WBI
E02001730,2,15,WBI
E02001723,2,47,WBI
E02001731,2,18,CHI
E02001728,1,38,WBI
E02001708,2,9,WBI
E02001711,1,11,OAS
E02006893,2,40,WBI
E02001737,1,35,OAS
E02001727,2,8,WBI
E02001737,2,86,WBI
E02001722,2,35,WBI
E02001726,2,62,PAK
E02001723,2,37,PAK
E02001715,2,46,WBI
E02001736,1,21,WBI
E02001719,1,13,WBI
E02001726,1,43,WBI
E02001726,2,7,WBI
E02001729,1,24,WBI
E02001715,2,20,WBI
E02001719,2,74,WBI
E02001709,2,63,WBI
E02001718,2,65,WBI
E02006893,2,41,WBI
E02001729,1,19,WBI
E02001725,2,31,WBI
E02001724,1,22,WBI
E02001731,2,21,WBI
E02006893,2,77,WBI
E02001711,2,28,WBI
E02001737,2,34,CHI
E02001708,1,16,WBI
E02001733,1,32,WBI
E02001731,1,24,MIX
E02001710,1,23,WBI
E02001729,1,25,WBI
E02001729,2,20,WBI
E02001727,2,17,WBI
E02001731,1,2,WBI
E02001722,2,82,WBI
E02001719,1,60,WBI
E02001729,2,2,WBI
E02001736,1,56,WBI
E02001736,2,57,BLA
E02006893,1,76,WBI
E02001713,1,35,WBI
E02006893,1,59,WBI
E02001729,1,22,BAN
E02001724,2,21,WBI
E02001718,2,41,WBI
E02001723,1,57,WBI
E02001721,1,68,WBI
E02001736,1,33,WBI
E02001723,2,46,PAK
E02001712,2,60,WBI
E02001729,1,23,PAK
E02006893,2,56,WBI
E02001715,1,28,WBI
E02001736,2,7,BAN
E02001712,1,73,OAS
E02001726,1,76,WBI
E02001720,2,22,WBI
E02001729,2,6,BAN
E02001730,1,23,CHI
E02001728,1,86,WBI
E02001724,1,26,WBI
E02001725,2,30,WBI
E02001713,1,45,WBI
E02001709,1,84,WHO
E02006893,1,17,WBI
E02001720,2,21,WBI
E02001736,1,20,PAK
E02001715,1,45,WBI
E02001721,1,78,WBI
E02001718,2,20,WBI
E02001720,2,24,WBI
E02001714,1,83,WBI
E02001729,1,44,PAK
E02001733,1,17,OAS
E02001730,2,23,WBI
E02001725,1,28,WBI
E02001714,2,55,BAN
E02001715,1,25,WBI
E02001733,1,22,WBI
E02001711,2,32,WBI
E02001722,1,4,WBI
E02001722,2,22,WBI
E02001710,2,49,WBI
E02001731,1,20,OTH
E02001713,2,69,WBI
E02001736,2,22,BAN
E02001728,1,54,WBI
E02001736,1,2,OAS
E02001711,1,32,WBI
E02001726,2,52,WBI
E02001715,1,36,WBI
E02001732,2,17,WBI
E02001721,2,41,WBI
E02001731,2,21,WBI
E02001725,1,28,WBI
E02001735,1,82,WBI
E02001725,1,21,WHO
E02001725,1,26,WBI
E02001709,2,57,WBI
E02001719,2,83,WBI
E02001711,1,7,WBI
E02001718,1,50,WBI
E02001713,2,35,OAS
E02001712,2,86,BAN
E02001722,2,48,WBI
E02001730,2,12,CHI
E02001721,1,48,MIX
E02001722,1,31,WHO
E02001735,2,9,WBI
E02001736,1,24,WBI
E02001736,2,22,WBI
E02001731,1,71,BLA
E02001731,1,27,WBI
E02001732,2,72,WBI
E02001729,1,11,WBI
E02001720,1,21,WHO
E02001734,1,11,WBI
E02001726,1,74,BAN
E02001711,1,79,WBI
E02001725,1,64,WBI
E02001714,1,60,IND
E02001736,2,58,MIX
E02001727,1,50,WBI
E02001709,1,52,WHO
E02001709,2,63,WBI
E02001731,1,51,WBI
E02001714,2,13,WBI
E02001714,2,17,CHI
E02001725,2,20,WBI
E02001727,1,9,WBI
E02006893,1,74,WBI
E02001726,2,8,WBI
E02001721,1,60,WHO
E02001712,2,71,WBI
E02001714,1,18,WBI
E02001734,1,51,WBI
E02001709,1,46,IND
E02001726,1,47,WBI
E02001723,1,20,WBI
E02001720,2,33,WBI
E02001729,1,38,OTH
E02001725,2,23,WBI
E02001732,1,75,WBI
E02001713,1,27,WBI
E02001735,2,40,WBI
E02001733,2,24,WHO
E02001726,1,19,WBI
E02001723,2,66,PAK
E02001736,2,75,BAN
E02001723,2,17,WBI
E02001712,1,31,WBI
E02001708,1,40,WBI
E02001729,1,51,OAS
E02001732,1,3,WBI
E02006893,2,76,WBI
E02001727,2,77,WBI
E02001726,2,5,WBI
E02001712,2,68,IND
E02001723,1,6,WBI
E02001725,1,20,WBI
E02001721,2,73,WBI
E02001709,1,6,WBI
E02001714,1,62,MIX
E02001710,2,22,WBI
E02001715,1,66,WBI
E02001720,2,60,WBI
E02006893,2,4,WBI
E02001730,1,48,WBI
E02001709,2,40,WBI
E02001725,1,21,WBI
E02001719,1,66,WBI
E02001727,1,19,WBI
E02001731,2,31,WBI
E02001733,1,8,WBI
E02001714,1,8,WBI
E02001709,1,56,WBI
E02001733,1,27,WBI
E02001725,1,23,WBI
E02001719,1,42,WBI
E02001714,2,49,WBI
E02001730,2,65,WBI
E02001720,2,84,WBI
E02001737,1,75,WBI
E02001736,2,57,BAN
E02001726,2,20,WBI
E02001730,1,27,WHO
E02001712,2,19,WBI
E02001733,1,45,BLA
E02001729,1,31,OTH
E02001733,2,51,WBI
E02001709,2,73,WBI
E02001735,2,7,WBI
E02001735,1,16,WBI
E02001709,2,12,OTH
